ID,ecozone,gender,reproduction,embryo
Decapterus_tabl,M,D,O,F
Flavocaranx_bajad,M,D,O,M
Gnathanodon_speciosus,M,D,O,M
Kaiwarinus_equula,M,D,O,M
Megalaspis_cordyla,M,D,O,M
Parastromateus_niger,M,D,O,M
Platycaranx_chrysophrys,M,D,O,M
Platycaranx_malabaricus,M,D,O,M
Pseudocaranx_dentex,M,D,O,M
Selar_crumenophthalmus,M,D,O,F
Selaroides_leptolepis,M,D,O,M
Selene_dorsalis,M,D,O,M
Trachurus_capensis,M,D,O,M
Trachurus_declivis,M,D,O,M
Trachurus_indicus,M,D,O,M
Trachurus_japonicus,M,D,O,M
Trachurus_lathami,M,D,O,M
Trachurus_mediterraneus,M,D,O,M
Trachurus_murphyi,M,D,O,M
Trachurus_novaezelandiae,M,D,O,M
Trachurus_picturatus,M,D,O,M
Trachurus_symmetricus,M,D,O,M
Trachurus_trachurus,M,D,O,M
Elagatis_bipinnulata,M,D,O,M
Naucrates_ductor,M,D,O,M
Seriola_dumerili,M,D,O,M
Seriola_lalandi,M,D,O,M
Seriola_quinqueradiata,M,D,O,M
Oligoplites_saliens,M,D,O,M
Scomberoides_commersonnianus,M,D,O,M
Trachinotus_carolinus,M,D,O,M
Trachinotus_falcatus,M,D,O,M
Echeneis_naucrates,M,D,O,M
Lactarius_lactarius,M,D,O,M
Mene_maculata,M,D,O,M
Rachycentron_canadum,M,D,O,M
Sphyraena_argentea,M,D,O,M
Sphyraena_barracuda,M,D,O,M
Sphyraena_chrysotaenia,M,D,O,M
Sphyraena_flavicauda,M,D,O,M
Sphyraena_jello,M,D,O,M
Sphyraena_obtusata,M,D,O,M
Sphyraena_pinguis,M,D,O,M
Sphyraena_putnamae,M,D,O,M
Sphyraena_sphyraena,M,D,O,M
Sphyraena_viridensis,M,D,O,M
Xiphias_gladius,M,D,O,M
Istiompax_indica,M,D,O,M
Istiophorus_albicans,M,D,O,M
Istiophorus_platypterus,M,D,O,M
Kajikia_audax,M,D,O,M
Makaira_nigricans,M,D,O,M
Tetrapturus_pfluegeri,M,D,O,M
Centropomus_parallelus,M,H,O,M
Centropomus_robalito,M,H,O,M
Centropomus_undecimalis,M,H,O,M
Lates_angustifrons,T,D,O,F
Lates_calcarifer,M,H,O,M
Lates_longispinis,M,H,O,M
Lates_mariae,T,H,O,F
Lates_niloticus,T,H,O,F
Lates_stappersii,T,D,O,F
Citharus_linguatula,M,D,O,M
Psettodes_erumei,M,D,O,M
Bothus_constellatus,M,D,O,M
Bothus_podas,M,D,O,M
Arnoglossus_laterna,M,D,O,M
Arnoglossus_thori,M,D,O,M
Cyclopsetta_chittendeni,M,D,O,M
Cyclopsetta_querna,M,D,O,M
Etropus_crossotus,M,D,O,M
Citharichthys_sordidus,M,D,O,M
Citharichthys_spilopterus,M,D,O,M
Hippoglossina_stomata,M,D,O,M
Paralichthys_californicus,M,D,O,M
Paralichthys_dentatus,M,D,O,M
Paralichthys_lethostigma,M,D,O,M
Paralichthys_olivaceus,M,D,O,M
Paralichthys_orbignyanus,M,D,O,M
Paralichthys_patagonicus,M,D,O,M
Pseudorhombus_arsius,M,D,O,M
Syacium_gunteri,M,D,O,M
Atheresthes_evermanni,M,D,O,M
Atheresthes_stomias,M,D,O,M
Clidoderma_asperrimum,M,D,O,M
Hippoglossus_hippoglossus,M,D,O,M
Hippoglossus_stenolepis,M,D,O,M
Reinhardtius_hippoglossoides,M,D,O,M
Hippoglossoides_dubius,M,D,O,M
Hippoglossoides_elassodon,M,D,O,M
Hippoglossoides_platessoides,M,D,O,M
Cleisthenes_herzensteini,M,D,O,M
Cleisthenes_pinetorum,M,D,O,M
Eopsetta_grigorjewi,M,D,O,M
Eopsetta_jordani,M,D,O,M
Isopsetta_isolepis,M,D,O,M
Liopsetta_glacialis,M,D,O,M
Liopsetta_pinnifasciata,M,D,O,M
Glyptocephalus_cynoglossus,M,D,O,M
Glyptocephalus_kitaharae,M,D,O,M
Glyptocephalus_stelleri,M,D,O,M
Glyptocephalus_zachirus,M,D,O,M
Microstomus_achne,M,D,O,M
Microstomus_kitt,M,D,O,M
Microstomus_pacificus,M,D,O,M
Hypsopsetta_guttulata,M,D,O,M
Lepidopsetta_polyxystra,M,D,O,M
Lepidopsetta_bilineata,M,D,O,M
Parophrys_vetulus,M,D,O,M
Pleuronectes_platessa,M,D,O,M
Pleuronectes_quadrituberculatus,M,D,O,M
Limanda_aspera,M,D,O,M
Limanda_ferruginea,M,D,O,M
Limanda_limanda,M,D,O,M
Pleuronichthys_cornutus,M,D,O,M
Platichthys_flesus,M,D,O,M
Platichthys_bicoloratus,M,D,O,M
Platichthys_stellatus,M,D,O,M
Pseudopleuronectes_americanus,M,D,O,M
Pseudopleuronectes_herzensteini,M,D,O,M
Pseudopleuronectes_yokohamae,M,D,O,M
Verasper_moseri,M,D,O,M
Verasper_variegatus,M,D,O,M
Colistium_guentheri,M,D,O,M
Colistium_nudipinnis,M,D,O,M
Rhombosolea_leporina,M,D,O,M
Rhombosolea_plebeia,M,D,O,M
Rhombosolea_tapirina,M,D,O,M
Lepidorhombus_whiffiagonis,M,D,O,M
Lepidorhombus_boscii,M,D,O,M
Scophthalmus_maximus,M,D,O,M
Scophthalmus_rhombus,M,D,O,M
Achirus_mazatlanus,M,D,O,M
Trinectes_maculatus,M,D,O,M
Cynoglossus_abbreviatus,M,D,O,M
Cynoglossus_arel,M,D,O,M
Cynoglossus_canariensis,M,D,O,M
Cynoglossus_joyneri,M,D,O,M
Cynoglossus_lida,M,D,O,M
Cynoglossus_macrolepidotus,M,D,O,M
Cynoglossus_macrostomus,M,D,O,M
Cynoglossus_puncticeps,M,D,O,M
Cynoglossus_robustus,M,D,O,M
Cynoglossus_semifasciatus,M,D,O,M
Cynoglossus_senegalensis,M,D,O,M
Cynoglossus_zanzibarensis,M,D,O,M
Symphurus_plagiusa,M,D,O,M
Austroglossus_microlepis,M,D,O,M
Austroglossus_pectoralis,M,D,O,M
Brachirus_orientalis,M,D,O,M
Buglossidium_luteum,M,D,O,M
Dagetichthys_lusitanicus,M,D,O,M
Dicologlossa_cuneata,M,D,O,M
Heteromycteris_japonicus,M,D,O,M
Microchirus_azevia,M,D,O,M
Microchirus_variegatus,M,D,O,M
Monochirus_hispidus,M,D,O,M
Pegusa_lascaris,M,D,O,M
Pegusa_impar,M,D,O,M
Solea_aegyptiaca,M,D,O,M
Solea_senegalensis,M,D,O,M
Solea_solea,M,D,O,M
Synapturichthys_kleinii,M,D,O,M
Ambassis_agassizii,T,D,O,F
Ambassis_gymnocephalus,M,D,O,F
Parambassis_ranga,T,D,O,F
Amphistichus_argenteus,M,D,O,M
Hyperprosopon_anale,M,D,O,M
Hyperprosopon_argenteum,M,D,O,M
Hysterocarpus_traskii,T,D,O,F
Micrometrus_aurora,M,D,O,M
Acanthoclinus_littoreus,M,D,O,M
Abudefduf_vaigiensis,M,D,O,M
Acanthochromis_polyacanthus,M,D,O,M
Amphiprion_clarkii,M,D,O,M
Amphiprion_melanopus,M,D,O,M
Amphiprion_ocellaris,M,D,O,M
Chromis_chromis,M,D,O,M
Chromis_ternatensis,M,D,O,M
Chromis_verater,M,D,O,M
Chromis_viridis,M,D,O,M
Chrysiptera_biocellata,M,H,O,M
Dascyllus_albisella,M,H,O,M
Dascyllus_aruanus,M,H,O,M
Dascyllus_reticulatus,M,H,O,M
Holacanthus_passer,M,H,O,M
Hypsypops_rubicundus,M,H,O,M
Parma_microlepis,M,D,O,M
Plectroglyphidodon_dickii,M,D,O,M
Pomacentrus_amboinensis,M,D,O,M
Pomacentrus_coelestis,M,D,O,M
Pomacentrus_moluccensis,M,D,O,M
Pomacentrus_wardi,M,D,O,M
Pycnochromis_margaritifer,M,D,O,M
Stegastes_acapulcoensis,M,D,O,M
Stegastes_arcifrons,M,D,O,M
Stegastes_beebei,M,D,O,M
Stegastes_flavilatus,M,D,O,M
Stegastes_fuscus,M,D,O,M
Stegastes_nigricans,M,D,O,M
Stegastes_planifrons,M,D,O,M
Stegastes_rectifraenum,M,D,O,M
Pseudochromis_flavivertex,M,D,O,M
Pseudochromis_fuscus,M,D,O,M
Aldrichetta_forsteri,M,D,O,M
Chelon_auratus,M,D,O,M
Chelon_dumerili,M,D,O,M
Chelon_labrosus,M,D,O,M
Chelon_ramada,M,D,O,M
Chelon_saliens,M,D,O,M
Gracilimugil_argenteus,M,D,O,M
Moolgarda_seheli,M,D,O,M
Mugil_bananensis,M,D,O,M
Mugil_cephalus,M,D,O,M
Mugil_curema,M,D,O,M
Mugil_incilis,M,D,O,M
Mugil_liza,M,D,O,M
Myxus_elongatus,M,D,O,M
Neochelon_falcipinnis,M,D,O,M
Oedalechilus_labeo,M,D,O,M
Osteomugil_cunnesius,M,D,O,M
Parachelon_grandisquamis,M,D,O,M
Planiliza_abu,M,D,O,M
Planiliza_haematocheilus,M,D,O,M
Planiliza_klunzingeri,M,D,O,M
Planiliza_parsia,M,D,O,M
Planiliza_subviridis,M,D,O,M
Rhinomugil_corsula,M,D,O,M
Amatitlania_nigrofasciata,T,D,O,F
Amphilophus_citrinellus,T,D,O,F
Pterophyllum_scalare,T,D,O,F
Symphysodon_aequifasciatus,T,D,O,F
Cichla_intermedia,T,D,O,F
Cichla_monoculus,T,D,O,F
Cichla_orinocensis,T,D,O,F
Cichla_temensis,T,D,O,F
Mayaheros_beani,T,D,O,F
Mayaheros_urophthalmus,T,D,O,F
Pseudetroplus_maculatus,T,D,O,M
Acarichthys_heckelii,T,D,O,F
Geophagus_brasiliensis,T,D,O,F
Gymnogeophagus_lacustris,T,D,O,F
Satanoperca_pappaterra,T,D,O,F
Aulonocranus_dewindti,T,D,O,F
Bathybates_minor,T,D,O,F
Boulengerochromis_microlepis,T,D,O,F
Copadichromis_likomae,T,D,O,F
Copadichromis_mloto,T,D,O,F
Copadichromis_pleurostigmoides,T,D,O,F
Copadichromis_quadrimaculatus,T,D,O,F
Copadichromis_virginalis,T,D,O,F
Coptodon_guineensis,T,D,O,F
Coptodon_rendalli,T,D,O,F
Coptodon_zillii,T,D,O,F
Ctenopharynx_intermedius,T,D,O,F
Haplochromis_macconneli,T,D,O,F
Hemichromis_fasciatus,T,D,O,F
Lethrinops_longipinnis,T,D,O,F
Lethrinops_parvidens,T,D,O,F
Limnochromis_auritus,T,D,O,F
Limnotilapia_dardennii,T,D,O,F
Mylochromis_anaphyrmus,T,D,O,F
Oreochromis_andersonii,T,D,O,F
Oreochromis_aureus,T,D,O,F
Oreochromis_esculentus,T,D,O,F
Oreochromis_karongae,T,D,O,F
Oreochromis_lidole,T,D,O,F
Oreochromis_macrochir,T,D,O,F
Oreochromis_mortimeri,T,D,O,F
Oreochromis_mossambicus,T,D,O,F
Oreochromis_niloticus,T,D,O,F
Oreochromis_shiranus,T,D,O,F
Oreochromis_squamipinnis,T,D,O,F
Pelmatolapia_mariae,T,D,O,F
Pharyngochromis_darlingi,T,D,O,F
Pseudocrenilabrus_philander,T,D,O,F
Sargochromis_codringtonii,T,D,O,F
Sarotherodon_galilaeus,T,D,O,M
Sarotherodon_melanotheron,T,D,O,F
Tilapia_brevimanus,T,D,O,F
Trematocara_variabile,T,D,O,F
Tropheus_moorii,T,D,O,F
Tylochromis_bangwelensis,T,D,O,F
Tylochromis_jentinki,T,D,O,F
Xenotilapia_flavipinnis,T,D,O,F
Xenotilapia_sima,T,D,O,F
Parablennius_ruber,M,D,O,M
Parablennius_sanguinolentus,M,D,O,M
Lipophrys_pholis,M,D,O,M
Salarias_patzneri,M,D,O,M
Heterostichus_rostratus,M,D,O,M
Enneapterygius_atriceps,M,D,O,M
Forsterygion_lapillum,M,D,O,M
Acyrtops_beryllinus,M,D,O,M
Gobiesox_rhessodon,M,D,O,M
Lepadogaster_lepadogaster,M,D,O,M
Atherina_boyeri,M,D,O,F
Atherina_hepsetus,M,D,O,M
Atherina_presbyter,M,D,O,F
Atherinella_brasiliensis,M,D,O,T
Chirostoma_attenuatum,T,D,O,T
Chirostoma_estor,T,D,O,T
Chirostoma_grandocule,T,D,O,T
Chirostoma_humboldtianum,T,D,O,T
Chirostoma_promelas,T,D,O,T
Labidesthes_sicculus,T,D,O,F
Leuresthes_tenuis,M,D,O,T
Menidia_beryllina,M,D,O,M
Menidia_extensa,T,D,O,F
Menidia_menidia,T,D,O,F
Membras_martinica,M,D,O,M
Odontesthes_argentinensis,M,D,O,M
Odontesthes_bonariensis,M,D,O,M
Odontesthes_nigricans,M,D,O,M
Odontesthes_regia,M,D,O,M
Melanotaenia_boesemani,T,D,O,F
Melanotaenia_fluviatilis,T,D,O,F
Oryzias_latipes,T,D,O,F
Ablennes_hians,M,D,O,M
Belone_belone,M,D,O,M
Belone_euxini,M,D,O,M
Tylosurus_acus,M,D,O,M
Tylosurus_crocodilus,M,D,O,M
Cololabis_saira,M,D,O,M
Scomberesox_saurus,M,D,O,M
Cheilopogon_atrisignis,M,D,O,M
Cheilopogon_cyanopterus,M,D,O,M
Cheilopogon_nigricans,M,D,O,M
Cheilopogon_unicolor,M,D,O,M
Cypselurus_opisthopus,M,D,O,M
Cypselurus_poecilopterus,M,D,O,M
Hirundichthys_affinis,M,D,O,M
Hirundichthys_oxycephalus,M,D,O,M
Arrhamphus_sclerolepis,M,D,O,M
Chriodorus_atherinoides,M,D,O,M
Hemiramphus_balao,M,D,O,M
Hemiramphus_brasiliensis,M,D,O,M
Hemiramphus_convexus,M,D,O,M
Hyporhamphus_australis,M,D,O,M
Hyporhamphus_intermedius,T,D,O,F
Hyporhamphus_melanochir,M,D,O,M
Hyporhamphus_picarti,M,D,O,M
Hyporhamphus_regularis,T,D,O,F
Hyporhamphus_unifasciatus,M,D,O,M
Oxyporhamphus_micropterus,M,D,O,M
Rhynchorhamphus_georgii,M,D,O,M
Epiplatys_bifasciatus,T,D,O,F
Epiplatys_spilargyreius,T,D,O,F
Fundulopanchax_gardneri,T,D,O,F
Nothobranchius_furzeri,T,D,O,F
Nothobranchius_kadleci,T,D,O,F
Anablepsoides_hartii,T,D,O,F
Kryptolebias_marmoratus,T,H,O,F
Millerichthys_robustus,T,D,O,F
Cynopoecilus_melanotaenia,T,D,O,F
Austrolebias_adloffi,T,D,O,F
Austrolebias_viarius,T,D,O,F
Austrolebias_wolterstorffi,T,D,O,F
Fundulus_catenatus,T,D,O,F
Fundulus_chrysotus,T,D,O,F
Fundulus_diaphanus,T,D,O,F
Fundulus_dispar,T,D,O,F
Fundulus_julisia,T,D,O,F
Fundulus_grandis,M,D,O,M
Fundulus_heteroclitus,M,D,O,M
Fundulus_kansae,T,D,O,F
Fundulus_luciae,T,D,O,F
Fundulus_notatus,T,D,O,F
Fundulus_parvipinnis,M,D,O,M
Fundulus_seminolis,T,D,O,F
Fundulus_stellifer,T,D,O,F
Lucania_goodei,T,D,O,F
Lucania_parva,T,D,O,F
Empetrichthys_latos,T,D,O,F
Crenichthys_baileyi,T,D,O,F
Valencia_hispanica,T,D,O,F
Aphanius_anatoliae,T,D,O,F
Aphanius_danfordii,T,D,O,F
Aphanius_dispar,T,D,O,F
Aphanius_fasciatus,M,D,O,F
Aphanius_iberus,T,D,O,F
Aphanius_mento,T,D,O,F
Cyprinodon_bovinus,T,D,O,F
Cyprinodon_diabolis,T,D,O,F
Cyprinodon_elegans,T,D,O,F
Cyprinodon_macularius,T,D,O,F
Cyprinodon_nevadensis,T,D,O,F
Cyprinodon_variegatus,T,D,O,F
Jordanella_floridae,T,D,O,F
Belonesox_belizanus,T,D,O,F
Gambusia_affinis,T,D,O,F
Gambusia_puncticulata,T,D,O,F
Gambusia_punctata,T,D,O,F
Gambusia_holbrooki,T,D,O,F
Heterandria_formosa,T,D,O,F
Pseudoxiphophorus_bimaculatus,T,D,O,F
Girardinus_metallicus,T,D,O,F
Girardinus_uninotatus,T,D,O,F
Girardinus_creolus,T,D,O,F
Girardinus_denticulatus,T,D,O,F
Girardinus_microdactylus,T,D,O,F
Girardinus_falcatus,T,D,O,F
Quintana_atrizona,T,D,O,F
Limia_vittata,T,D,O,F
Poecilia_latipinna,T,D,O,F
Poecilia_reticulata,T,D,O,F
Poecilia_reticulata_HPO,T,D,O,F
Poecilia_reticulata_HP_Cur96,T,D,O,F
Poecilia_reticulata_HP_Mad91,T,D,O,F
Poecilia_reticulata_HP_Mrn91,T,D,O,F
Poecilia_reticulata_HP_Mrn96,T,D,O,F
Poecilia_reticulata_HPY,T,D,O,F
Poecilia_reticulata_HP_Yar91,T,D,O,F
Poecilia_reticulata_HP_Yar96,T,D,O,F
Poecilia_reticulata_LPO,T,D,O,F
Poecilia_reticulata_LP_Mad91,T,D,O,F
Poecilia_reticulata_LP_Mrn91,T,D,O,F
Poecilia_reticulata_LP_Mrn96,T,D,O,F
Poecilia_reticulata_LP_Par96,T,D,O,F
Poecilia_reticulata_LP_PaT96,T,D,O,F
Poecilia_reticulata_LPY,T,D,O,F
Poecilia_reticulata_LP_Yar91,T,D,O,F
Xiphophorus_helleri,T,D,O,F
Xiphophorus_maculatus,T,D,O,F
Xiphophorus_montezumae,T,D,O,F
Diapterus_peruvianus,M,D,O,M
Diapterus_rhombeus,M,D,O,M
Eucinostomus_argenteus,M,D,O,M
Eucinostomus_gula,M,D,O,M
Eugerres_plumieri,M,D,O,M
Gerres_cinereus,M,D,O,M
Gerres_equulus,M,D,O,M
Gerres_filamentosus,M,D,O,M
Gerres_longirostris,M,D,O,M
Gerres_oyena,M,D,O,M
Gerres_setifer,M,D,O,M
Gerres_subfasciatus,M,D,O,M
Pentaprion_longimanus,M,D,O,M
Ammodytes_americanus,M,D,O,M
Ammodytes_dubius,M,D,O,M
Ammodytes_hexapterus,M,D,O,M
Ammodytes_marinus,M,D,O,M
Ammodytes_personatus,M,D,O,M
Ammodytes_tobianus,M,D,O,M
Hyperoplus_lanceolatus,M,D,O,M
Parapercis_clathrata,M,D,O,M
Parapercis_colias,M,D,O,M
Parapercis_hexophtalma,M,D,O,M
Pseudopercis_semifasciata,M,D,O,M
Kathetostoma_giganteum,M,D,O,M
Uranoscopus_scaber,M,D,O,M
Achoerodus_gouldii,M,H,O,M
Achoerodus_viridis,M,H,O,M
Bodianus_frenchii,M,H,O,M
Centrolabrus_exoletus,M,D,O,M
Cheilinus_undulatus,M,H,O,M
Choerodon_schoenleinii,M,D,O,M
Coris_auricularis,M,H,O,M
Coris_julis,M,H,O,M
Ctenolabrus_rupestris,M,D,O,M
Halichoeres_hortulanus,M,D,O,M
Halichoeres_marginatus,M,D,O,M
Halichoeres_scapularis,M,D,O,M
Labrus_bergylta,M,H,O,M
Labrus_merula,M,H,O,M
Labrus_mixtus,M,H,O,M
Lachnolaimus_maximus,M,H,O,M
Notolabrus_celidotus,M,D,O,M
Notolabrus_parilus,M,H,O,M
Novaculichthys_taeniourus,M,D,O,M
Ophthalmolepis_lineolata,M,H,O,M
Parajulis_poecilepterus,M,H,O,M
Semicossyphus_pulcher,M,H,O,M
Stethojulis_albovittata,M,D,O,M
Stethojulis_trilineata,M,D,O,M
Symphodus_cinereus,M,H,O,M
Symphodus_mediterraneus,M,D,O,M
Symphodus_melops,M,D,O,M
Symphodus_ocellatus,M,H,O,M
Symphodus_roissali,M,H,O,M
Symphodus_rostratus,M,D,O,M
Symphodus_tinca,M,H,O,M
Tautoga_onitis,M,H,O,M
Tautogolabrus_adspersus,M,D,O,M
Thalassoma_bifasciatum,M,D,O,M
Thalassoma_hardwicke,M,D,O,M
Xyrichtys_novacula,M,H,O,M
Odax_pullus,M,H,O,M
Bolbometopon_muricatum,M,H,O,M
Calotomus_carolinus,M,H,O,M
Calotomus_japonicus,M,H,O,M
Calotomus_spinidens,M,H,O,M
Cetoscarus_bicolor,M,H,O,M
Chlorurus_frontalis,M,H,O,M
Chlorurus_microrhinos,M,H,O,M
Chlorurus_perspicillatus,M,H,O,M
Chlorurus_sordidus,M,H,O,M
Chlorurus_spilurus,M,H,O,M
Hipposcarus_harid,M,H,O,M
Hipposcarus_longiceps,M,H,O,M
Leptoscarus_vaigiensis,M,H,O,M
Scarus_altipinnis,M,H,O,M
Scarus_ferrugineus,M,H,O,M
Scarus_forsteni,M,H,O,M
Scarus_frenatus,M,H,O,M
Scarus_ghobban,M,H,O,M
Scarus_niger,M,H,O,M
Scarus_psittacus,M,H,O,M
Scarus_rivulatus,M,H,O,M
Scarus_rubroviolaceus,M,H,O,M
Scarus_scaber,M,H,O,M
Scarus_schlegeli,M,H,O,M
Scarus_taeniopterus,M,H,O,M
Sparisoma_cretense,M,D,O,M
Sparisoma_frondosum,M,D,O,M
Sparisoma_viride,M,D,O,M
Lateolabrax_japonicus,M,D,O,M
Dicentrarchus_labrax,M,D,O,M
Dicentrarchus_punctatus,M,D,O,M
Morone_americana,M,D,O,M
Morone_chrysops,T,D,O,F
Morone_mississippiensis,T,D,O,F
Morone_saxatilis,M,D,O,F
Chaetodipterus_faber,M,D,O,M
Platax_orbicularis,M,D,O,M
Chaetodon_auriga,M,D,O,M
Chaetodon_austriacus,M,D,O,M
Chaetodon_baronessa,M,D,O,M
Chaetodon_citrinellus,M,D,O,M
Chaetodon_fasciatus,M,D,O,M
Chaetodon_larvatus,M,D,O,M
Chaetodon_lunulatus,M,D,O,M
Chaetodon_marleyi,M,D,O,M
Chaetodon_melapterus,M,D,O,M
Chaetodon_miliaris,M,D,O,M
Chaetodon_paucifasciatus,M,D,O,M
Chaetodon_pictus,M,D,O,M
Chaetodon_semilarvatus,M,D,O,M
Chaetodon_speculum,M,D,O,M
Chaetodon_trifascialis,M,D,O,M
Chaetodon_trifasciatus,M,D,O,M
Aplodinotus_grunniens,T,D,O,F
Argyrosomus_hololepidotus,M,D,O,M
Argyrosomus_inodorus,M,D,O,M
Argyrosomus_japonicus,M,D,O,M
Argyrosomus_regius,M,D,O,M
Atractoscion_aequidens,M,D,O,M
Atractoscion_nobilis,M,D,O,M
Atrobucca_nibe,M,H,O,M
Bairdiella_chrysoura,M,D,O,M
Cheilotrema_saturnum,M,D,O,M
Ctenosciaena_gracilicirrhus,M,D,O,M
Cynoscion_acoupa,M,D,O,M
Cynoscion_albus,M,D,O,M
Cynoscion_analis,M,D,O,M
Cynoscion_arenarius,M,D,O,M
Cynoscion_guatucupa,M,D,O,M
Cynoscion_jamaicensis,M,D,O,M
Cynoscion_leiarchus,M,D,O,M
Cynoscion_nebulosus,M,D,O,M
Cynoscion_nothus,M,D,O,M
Cynoscion_othonopterus,M,D,O,M
Cynoscion_regalis,M,D,O,M
Cynoscion_squamipinnis,M,D,O,M
Cynoscion_stolzmanni,M,D,O,M
Cynoscion_striatus,M,D,O,M
Cynoscion_xanthulus,M,D,O,M
Dendrophysa_russelii,M,D,O,M
Isopisthus_parvipinnis,M,D,O,M
Johnius_belangerii,M,D,O,M
Johnius_borneensis,M,D,O,M
Johnius_carutta,M,D,O,M
Johnius_coitor,M,D,O,M
Johnius_distinctus,M,D,O,M
Johnius_dussumieri,M,D,O,M
Johnius_macrorhynus,M,D,O,M
Larimichthys_crocea,M,D,O,M
Larimichthys_polyactis,M,D,O,M
Larimus_breviceps,M,D,O,M
Larimus_fasciatus,M,D,O,M
Leiostomus_xanthurus,M,D,O,M
Macrodon_ancylodon,M,D,O,M
Macrodon_atricauda,M,D,O,M
Menticirrhus_americanus,M,D,O,M
Menticirrhus_saxatilis,M,D,O,M
Menticirrhus_undulatus,M,D,O,M
Micropogonias_furnieri,M,D,O,M
Micropogonias_megalops,M,D,O,M
Micropogonias_undulatus,M,D,O,M
Nibea_albiflora,M,D,O,M
Nibea_maculata,M,D,O,M
Otolithes_cuvieri,M,D,O,F
Otolithes_ruber,T,D,O,F
Otolithoides_biauritus,T,D,O,F
Otolithoides_pama,T,D,O,F
Paralonchurus_brasiliensis,M,D,O,M
Pennahia_aneus,M,D,O,M
Pennahia_argentata,M,D,O,M
Pennahia_macrocephalus,M,D,O,M
Plagioscion_squamosissimus,T,D,O,F
Pogonias_cromis,M,D,O,M
Protonibea_diacanthus,M,D,O,M
Pseudotolithus_elongatus,M,D,O,M
Pseudotolithus_senegalensis,M,D,O,M
Pseudotolithus_typus,M,D,O,M
Pteroscion_peli,M,D,O,M
Roncador_stearnsii,M,D,O,M
Sciaena_umbra,M,D,O,M
Sciaenops_ocellatus,M,D,O,M
Seriphus_politus,M,D,O,M
Stellifer_brasiliensis,M,D,O,M
Stellifer_lanceolatus,M,D,O,M
Stellifer_naso,M,D,O,M
Stellifer_rastrifer,M,D,O,M
Totoaba_macdonaldi,M,D,O,M
Umbrina_canariensis,M,D,O,M
Umbrina_canosai,M,D,O,M
Umbrina_cirrosa,M,D,O,M
Umbrina_roncador,M,D,O,M
Umbrina_ronchus,M,D,O,M
Acanthurus_bahianus,M,D,O,M
Acanthurus_blochii,M,D,O,M
Acanthurus_dussumieri,M,D,O,M
Acanthurus_leucosternon,M,D,O,M
Acanthurus_lineatus,M,D,O,M
Acanthurus_nigricans,M,D,O,M
Acanthurus_nigricauda,M,D,O,M
Acanthurus_nigrofuscus,M,D,O,M
Acanthurus_olivaceus,M,D,O,M
Acanthurus_triostegus,M,D,O,M
Acanthurus_xanthopterus,M,D,O,M
Ctenochaetus_striatus,M,D,O,M
Ctenochaetus_strigosus,M,D,O,M
Ctenochaetus_binotatus,M,D,O,M
Zebrasoma_flavescens,M,D,O,M
Zebrasoma_scopas,M,D,O,M
Naso_brevirostris,M,D,O,M
Naso_hexacanthus,M,D,O,M
Naso_lituratus,M,D,O,M
Naso_tuberosus,M,D,O,M
Naso_unicornis,M,D,O,M
Naso_vlamingii,M,D,O,M
Prionurus_maculatus,M,D,O,M
Drepane_punctata,M,D,O,M
Emmelichthys_nitidus,M,D,O,M
Plagiogeneion_rubiginosum,M,D,O,M
Branchiostegus_argentatus,M,D,O,M
Branchiostegus_japonicus,M,D,O,M
Caulolatilus_affinis,M,D,O,M
Caulolatilus_microps,M,D,O,M
Lopholatilus_chamaeleonticeps,M,D,O,M
Lopholatilus_villarii,M,D,O,M
Deveximentum_ruconius,M,D,O,F
Equulites_elongatus,M,D,O,F
Equulites_klunzingeri,M,D,O,M
Equulites_leuciscus,M,D,O,M
Equulites_lineolatus,M,D,O,M
Eubleekeria_splendens,M,D,O,F
Gazza_minuta,M,D,O,F
Karalla_dussumieri,M,D,O,F
Karalla_daura,M,D,O,M
Leiognathus_bindus,M,D,O,F
Leiognathus_brevirostris,M,D,O,M
Leiognathus_equula,M,D,O,F
Nuchequula_blochii,M,D,O,M
Nuchequula_gerreoides,M,D,O,F
Photopectoralis_bindus,M,D,O,F
Secutor_insidiator,M,D,O,F
Centropyge_bicolor,M,H,O,M
Centropyge_loriculus,M,H,O,M
Pomacanthus_imperator,M,D,O,M
Pomacanthus_maculosus,M,D,O,M
Pomacanthus_paru,M,D,O,M
Pomacanthus_sexstriatus,M,D,O,M
Pterocaesio_tile,M,D,O,M
Anisotremus_interruptus,M,D,O,M
Anisotremus_surinamensis,M,D,O,M
Brachydeuterus_auritus,M,D,O,M
Conodon_nobilis,M,D,O,M
Diagramma_pictum,M,D,O,M
Haemulon_album,M,D,O,M
Haemulon_aurolineatum,M,D,O,M
Haemulon_flaviguttatum,M,D,O,M
Haemulon_flavolineatum,M,D,O,M
Haemulon_maculicauda,M,D,O,M
Haemulon_melanurum,M,D,O,M
Haemulon_plumierii,M,D,O,M
Haemulon_sciurus,M,D,O,M
Haemulon_sexfasciatum,M,D,O,M
Haemulon_steindachneri,M,D,O,M
Haemulopsis_corvinaeformis,M,D,O,M
Orthopristis_chrysoptera,M,D,O,M
Orthopristis_reddingi,M,D,O,M
Orthopristis_rubra,M,D,O,M
Parapristipoma_trilineatum,M,D,O,M
Plectorhinchus_sordidus,M,D,O,M
Pomadasys_argenteus,M,D,O,M
