ID,ecozone,gender,reproduction,embryo
Isogomphodon_oxyrhynchus,M,D,O,M
Loxodon_macrorhinus,M,D,O,M
Scoliodon_laticaudus,M,D,O,M
Triaenodon_obesus,M,D,O,M
Hemipristis_elongata,M,D,O,M
Sphyrna_lewini,M,D,O,M
Sphyrna_mokarran,M,D,O,M
Sphyrna_tiburo,M,D,O,M
Sphyrna_zygaena,M,D,O,M
Eusphyra_blochii,M,D,O,M
Carcharias_taurus,M,D,O,M
Lamna_ditropis,M,D,O,M
Lamna_nasus,M,D,O,M
Isurus_oxyrinchus,M,D,O,M
Carcharodon_carcharias,M,D,O,M
Pseudocarcharias_kamoharai,M,D,O,M
Alopias_pelagicus,M,D,O,M
Alopias_superciliosus,M,D,O,M
Alopias_vulpinus,M,D,O,M
Cetorhinus_maximus,M,D,O,M
Mitsukurina_owstoni,M,D,O,M
Chlamydoselachus_anguineus,M,D,O,M
Heptranchias_perlo,M,D,O,M
Notorynchus_cepedianus,M,D,O,M
Deania_calceus,M,D,O,M
Centrophorus_squamosus,M,D,O,M
Squalus_acanthias,M,D,O,M
Squalus_blainville,M,D,O,M
Squalus_megalops,M,D,O,M
Squalus_mitsukurii,M,D,O,M
Squalus_montalbani,M,D,O,M
Squalus_suckleyi,M,D,O,M
Somniosus_microcephalus,M,D,O,M
Somniosus_pacificus,M,D,O,M
Centroscymnus_coelolepis,M,D,O,M
Centroscymnus_crepidater,M,D,O,M
Centroscymnus_owstonii,M,D,O,M
Centroscymnus_plunketi,M,D,O,M
Centroscyllium_fabricii,M,D,O,M
Etmopterus_baxteri,M,D,O,M
Etmopterus_perryi,M,D,O,M
Etmopterus_spinax,M,D,O,M
Dalatias_licha,M,D,O,M
Squatina_californica,M,D,O,M
Squatina_dumeril,M,D,O,M
Pristiophorus_cirratus,M,D,O,M
Amblyraja_georgiana,M,D,O,M
Amblyraja_radiata,M,D,O,M
Beringraja_binoculata,M,D,O,M
Beringraja_pulchra,M,D,O,M
Beringraja_rhina,M,D,O,M
Beringraja_stellulata,M,D,O,M
Dentiraja_australis,M,D,O,M
Dentiraja_polyommata,M,D,O,M
Dipturus_batis,M,D,O,M
Dipturus_chinensis,M,D,O,M
Dipturus_innominatus,M,D,O,M
Dipturus_kwangtungensis,M,D,O,M
Dipturus_laevis,M,D,O,M
Dipturus_oxyrinchus,M,D,O,M
Dipturus_pullopunctatus,M,D,O,M
Dipturus_trachyderma,M,D,O,M
Leucoraja_erinacea,M,D,O,M
Leucoraja_naevus,M,D,O,M
Leucoraja_ocellata,M,D,O,M
Leucoraja_wallacei,M,D,O,M
Malacoraja_senta,M,D,O,M
Okamejei_acutispina,M,D,O,M
Okamejei_kenojei,M,D,O,M
Raja_asterias,M,D,O,M
Raja_brachyura,M,D,O,M
Raja_clavata,M,D,O,M
Raja_microocellata,M,D,O,M
Raja_miraletus,M,D,O,M
Raja_montagui,M,D,O,M
Raja_polystigma,M,D,O,M
Raja_radula,M,D,O,M
Raja_texana,M,D,O,M
Raja_undulata,M,D,O,M
Rostroraja_alba,M,D,O,M
Rostroraja_texana,M,D,O,M
Zearaja_chilensis,M,D,O,M
Zearaja_nasuta,M,D,O,M
Bathyraja_abyssicola,M,D,O,M
Bathyraja_albomaculata,M,D,O,M
Bathyraja_aleutica,M,D,O,M
Bathyraja_brachyurops,M,D,O,M
Bathyraja_griseocauda,M,D,O,M
Bathyraja_interrupta,M,D,O,M
Bathyraja_lindbergi,M,D,O,M
Bathyraja_macloviana,M,D,O,M
Bathyraja_maculata,M,D,O,M
Bathyraja_magellanica,M,D,O,M
Bathyraja_minispinosa,M,D,O,M
Bathyraja_parmifera,M,D,O,M
Bathyraja_taranetzi,M,D,O,M
Bathyraja_trachura,M,D,O,M
Sympterygia_bonapartii,M,D,O,M
Rioraja_agassizii,M,D,O,M
Atlantoraja_castelnaui,M,D,O,M
Torpedo_marmorata,M,D,O,M
Tetronarce_californica,M,D,O,M
Tetronarce_nobiliana,M,D,O,M
Typhlonarke_aysoni,M,D,O,M
Narcine_brasiliensis,M,D,O,M
Glaucostegus_cemiculus,M,D,O,M
Glaucostegus_typus,M,D,O,M
Anoxypristis_cuspidata,M,D,O,M
Pristis_clavata,M,D,O,M
Pristis_microdon,M,D,O,M
Pristis_pectinata,M,D,O,M
Pristis_perotteti,M,D,O,M
Pristis_pristis,M,D,O,M
Pristis_zijsron,M,D,O,M
Rhynchobatus_laevis,M,D,O,M
Acroteriobatus_annulatus,M,D,O,M
Trygonorrhina_fasciata,M,D,O,M
Zapteryx_brevirostris,M,D,O,M
Zapteryx_exasperata,M,D,O,M
Pseudobatos_horkelii,M,D,O,M
Pseudobatos_percellens,M,D,O,M
Rhinobatos_productus,M,D,O,M
Rhinobatos_rhinobatos,M,D,O,M
Platyrhina_sinensis,M,D,O,M
Trygonoptera_mucosa,M,D,O,M
Trygonoptera_personata,M,D,O,M
Urolophus_halleri,M,D,O,M
Urolophus_lobatus,M,D,O,M
Urolophus_paucimaculatus,M,D,O,M
Urobatis_halleri,M,D,O,M
Urotrygon_aspidura,M,D,O,M
Urotrygon_rogersi,M,D,O,M
Bathytoshia_lata,M,D,O,M
Dasyatis_chrysonota,M,D,O,M
Dasyatis_pastinaca,M,D,O,M
Hypanus_dipterurus,M,D,O,M
Hypanus_guttatus,M,D,O,M
Hypanus_sabinus,M,D,O,M
Maculabatis_astra,M,D,O,M
Neotrygon_annotata,M,D,O,M
Neotrygon_kuhlii,M,D,O,M
Neotrygon_picta,M,D,O,M
Pteroplatytrygon_violacea,M,D,O,M
Urogymnus_polylepis,T,D,O,M
Potamotrygon_leopoldi,T,D,O,M
Potamotrygon_motoro,T,D,O,M
Gymnura_altavela,M,D,O,M
Aetobatus_flagellum,M,D,O,M
Aetobatus_narinari,M,D,O,M
Aetomylaeus_bovinus,M,D,O,M
Myliobatis_aquila,M,D,O,M
Myliobatis_californica,M,D,O,M
Mobula_birostris,M,D,O,M
Mobula_japanica,M,D,O,M
Rhinoptera_bonasus,M,D,O,M
Rhinoptera_steindachneri,M,D,O,M
Erpetoichthys_calabaricus,T,D,O,F
Polypterus_senegalus,T,D,O,F
Polyodon_spathula,T,D,O,F
Acipenser_baerii,T,D,O,F
Acipenser_brevirostrum,M,D,O,F
Acipenser_dabryanus,M,D,O,F
Acipenser_fulvescens,T,D,O,F
Acipenser_gueldenstaedtii,M,D,O,F
Acipenser_medirostris,M,D,O,F
Acipenser_nudiventris,M,D,O,F
Acipenser_oxyrinchus,T,D,O,F
Acipenser_persicus,M,D,O,F
Acipenser_ruthenus,T,D,O,F
Acipenser_schrenckii,M,D,O,F
Acipenser_sinensis,M,D,O,F
Acipenser_stellatus,M,D,O,F
Acipenser_sturio,M,D,O,F
Acipenser_transmontanus,M,D,O,F
Huso_huso,M,D,O,F
Huso_dauricus,T,D,O,F
Scaphirhynchus_albus,T,D,O,F
Scaphirhynchus_suttkusi,T,D,O,F
Scaphirhynchus_platorynchus,T,D,O,F
Amia_calva,T,D,O,F
Atractosteus_spatula,T,D,O,F
Lepisosteus_oculatus,T,D,O,F
Lepisosteus_osseus,T,D,O,F
Lepisosteus_platostomus,T,D,O,F
Lepisosteus_platyrhincus,T,D,O,F
Elops_lacerta,M,D,O,M
Elops_saurus,M,D,O,M
Megalops_atlanticus,M,D,O,F
Albula_glossodonta,M,D,O,M
Albula_vulpes,M,D,O,M
Halosauropsis_macrochir,M,D,O,M
Notacanthus_chemnitzii,M,D,O,M
Anguilla_anguilla,M,D,O,M
Anguilla_japonica,M,D,O,M
Anguilla_marmorata,M,D,O,M
Anguilla_mossambica,M,D,O,M
Anguilla_nebulosa,M,D,O,M
Anguilla_rostrata,M,D,O,M
Conger_conger,M,D,O,M
Conger_myriaster,M,D,O,M
Congresox_talabonoides,M,D,O,M
Muraenesox_bagio,M,D,O,M
Muraenesox_cinereus,M,D,O,M
Gymnothorax_kidako,M,D,O,M
Muraena_augusti,M,D,O,M
Muraena_helena,M,D,O,M
Hiodon_tergisus,T,D,O,F
Hiodon_alosoides,T,D,O,F
Osteoglossum_bicirrhosum,T,D,O,F
Chitala_chitala,T,D,O,F
Notopterus_notopterus,T,D,O,F
Papyrocranus_afer,T,D,O,F
Arapaima_gigas,T,D,O,F
Heterotis_niloticus,T,D,O,F
Cyphomyrus_discorhynchus,T,D,O,F
Marcusenius_macrolepidotus,T,D,O,F
Marcusenius_pongolensis,T,D,O,F
Mormyrops_anguilloides,T,D,O,F
Mormyrus_kannume,T,D,O,F
Mormyrus_longirostris,T,D,O,F
Mormyrus_rume,T,D,O,F
Petrocephalus_bovei,T,D,O,F
Gymnarchus_niloticus,T,D,O,F
Coilia_borneensis,M,D,O,F
Coilia_brachygnathus,T,D,O,F
Coilia_dussumieri,T,D,O,F
Coilia_mystus,T,D,O,F
Coilia_nasus,M,D,O,F
Coilia_ramcarati,T,D,O,F
Setipinna_phasa,M,D,O,F
Setipinna_taty,M,D,O,F
Thryssa_aestuaria,M,D,O,F
Thryssa_hamiltonii,M,D,O,F
Thryssa_mystax,M,D,O,F
Thryssa_setirostris,M,D,O,F
Anchoa_hepsetus,M,D,O,F
Anchoa_mitchilli,M,D,O,F
Anchoa_nasus,M,D,O,F
Anchoa_panamensis,M,D,O,F
Anchoa_tricolor,M,D,O,F
Anchovia_surinamensis,T,D,O,F
Anchoviella_guianensis,T,D,O,F
Cetengraulis_edentulus,M,D,O,F
Cetengraulis_mysticetus,M,D,O,F
Encrasicholina_devisi,M,D,O,F
Encrasicholina_heteroloba,M,D,O,F
Encrasicholina_punctifer,M,D,O,F
Encrasicholina_purpurea,M,D,O,F
Engraulis_anchoita,M,D,O,F
Engraulis_australis,M,D,O,F
Engraulis_capensis,M,D,O,F
Engraulis_encrasicolus,M,D,O,F
Engraulis_japonicus,M,D,O,F
Engraulis_mordax,M,D,O,F
Engraulis_ringens,M,D,O,F
Lycengraulis_grossidens,M,D,O,F
Stolephorus_carpentariae,M,D,O,F
Stolephorus_commersonnii,M,D,O,F
Stolephorus_indicus,M,D,O,F
Stolephorus_insularis,M,D,O,F
Stolephorus_nelsoni,M,D,O,F
Stolephorus_waitei,M,D,O,F
Jenkinsia_lamprotaenia,M,D,O,F
Spratelloides_delicatulus,M,D,O,F
Spratelloides_gracilis,M,D,O,F
Spratelloides_lewisi,M,D,O,F
Ilisha_africana,M,D,O,F
Ilisha_elongata,M,D,O,F
Ilisha_filigera,M,D,O,F
Ilisha_kampeni,M,D,O,F
Ilisha_megaloptera,M,D,O,F
Ilisha_melastoma,M,D,O,F
Ilisha_pristigastroides,M,D,O,F
Opisthopterus_tardoore,M,D,O,F
Pellona_ditchela,M,D,O,F
Pellona_harroweri,M,D,O,M
Raconda_russeliana,M,D,O,F
Chirocentrus_dorab,M,D,O,M
Chirocentrus_nudus,M,D,O,M
Dussumieria_acuta,M,D,O,M
Dussumieria_hasseltii,T,D,O,F
Etrumeus_acuminatus,M,D,O,M
Etrumeus_golanii,M,D,O,M
Etrumeus_micropus,M,D,O,M
Etrumeus_whiteheadi,M,D,O,M
Clupea_harengus,M,D,O,M
Clupea_bentincki,M,D,O,M
Clupea_pallasii,M,D,O,M
Gudusia_chapra,M,D,O,M
Hyperlophus_vittatus,M,H,A,M
Potamalosa_richmondia,T,D,O,F
Ramnogaster_arcuata,M,D,O,F
Sprattus_fuegensis,M,D,O,M
Sprattus_sprattus,M,D,O,M
Strangomera_bentincki,M,D,O,F
Clupeichthys_aesarnensis,T,D,O,F
Clupeonella_caspia,M,D,O,F
Clupeonella_cultriventris,M,D,O,M
Clupeonella_engrauliformis,M,D,O,F
Clupeonella_grimmi,M,D,O,F
Sauvagella_robusta,T,D,O,F
Alosa_aestivalis,T,D,O,F
Alosa_alabamae,M,D,O,F
Alosa_alosa,M,D,O,F
Alosa_chrysochloris,T,D,O,F
Alosa_fallax,M,D,O,F
Alosa_immaculata,M,D,O,F
Alosa_kessleri,M,D,O,F
Alosa_killarnensis,M,D,O,F
Alosa_mediocris,M,D,O,F
Alosa_sapidissima,M,D,O,F
Alosa_saposchnikowii,M,D,O,F
Alosa_pseudoharengus,T,D,O,F
Brevoortia_patronus,M,D,O,F
Brevoortia_tyrannus,M,D,O,F
Sardina_pilchardus,M,D,O,M
Sardinops_sagax,M,D,O,M
Limnothrissa_miodon,T,D,O,F
Odaxothrissa_mento,T,D,O,F
Pellonula_leonensis,M,D,O,F
Stolothrissa_tanganicae,T,D,O,F
Anodontostoma_chacunda,M,D,O,M
Nematalosa_vlaminghi,T,D,O,F
Tenualosa_ilisha,M,D,O,F
Tenualosa_reevesii,M,D,O,F
Tenualosa_toli,M,D,O,F
Amblygaster_sirm,M,D,O,M
Clupanodon_thrissa,M,D,O,M
Dorosoma_cepedianum,T,D,O,F
Dorosoma_petenense,T,D,O,F
Escualosa_thoracata,M,D,O,M
Ethmalosa_fimbriata,M,D,O,F
Herklotsichthys_quadrimaculatus,M,D,O,F
Hilsa_kelee,M,D,O,M
Konosirus_punctatus,M,D,O,M
Opisthonema_oglinum,M,D,O,M
Opisthonema_libertate,M,D,O,M
Sardinella_aurita,M,D,O,M
Sardinella_albella,M,D,O,M
Sardinella_brasiliensis,M,D,O,M
Sardinella_fimbriata,M,D,O,M
Sardinella_gibbosa,M,D,O,M
Sardinella_lemuru,M,D,O,M
Sardinella_longiceps,M,D,O,M
Sardinella_maderensis,M,D,O,M
Sardinella_melanura,M,D,O,M
Sardinella_sindensis,M,D,O,M
Sardinella_tawilis,M,D,O,M
Sardinella_zunasi,M,D,O,M
Harengula_clupeola,M,D,O,M
Harengula_humeralis,M,D,O,M
Harengula_jaguana,M,D,O,M
Lile_stolifera,M,D,O,F
Alepocephalus_bairdii,M,D,O,M
Alepocephalus_rostratus,M,D,O,M
Bajacalifornia_burragei,M,D,O,M
Chanos_chanos,M,D,O,M
Rhodeus_amarus,T,D,O,F
Rhodeus_ocellatus,T,D,O,F
Rhodeus_sericeus,T,D,O,F
Barbus_balcanicus,T,D,O,F
Barbus_barbus,T,D,O,F
Barbus_cyclolepis,T,D,O,F
Barbus_haasi,T,D,O,F
Barbus_lacerta,T,D,O,F
Barbus_meridionalis,T,D,O,F
Barbus_peloponnesius,T,D,O,F
Barbus_plebejus,T,D,O,F
Capoeta_antalyensis,T,D,O,F
Capoeta_banarescui,T,D,O,F
Capoeta_bergamae,T,D,O,F
Capoeta_capoeta,T,D,O,F
Capoeta_damascina,T,D,O,F
Capoeta_fusca,T,D,O,F
Capoeta_gracilis,T,D,O,F
Capoeta_tinca,T,D,O,F
Capoeta_umbla,T,D,O,F
Cyprinion_kais,T,D,O,F
Cyprinion_macrostomus,T,D,O,F
Luciobarbus_escherichii,T,D,O,F
Luciobarbus_graecus,T,D,O,F
Luciobarbus_sclateri,T,D,O,F
Luciobarbus_xanthopterus,T,D,O,F
Paracapoeta_erhani,T,D,O,F
Paracapoeta_trutta,T,D,O,F
Puntius_chola,T,D,O,F
Puntius_dorsalis,T,D,O,F
Puntius_sophore,T,D,O,F
Hemiculter_leucisculus,T,D,O,F
Barbonymus_collingwoodii,T,D,O,F
Barbonymus_gonionotus,T,D,O,F
Cyclocheilichthys_apogon,T,D,O,F
Cyprinus_carpio,T,D,O,F
Carassius_auratus,T,D,O,F
Carassius_carassius,T,D,O,F
Carassius_gibelio,T,D,O,F
Procypris_rabaudi,T,D,O,F
Oxygymnocypris_stewartii,T,D,O,F
Schizothorax_curvifrons,T,D,O,F
Schizothorax_dulongensis,T,D,O,F
Schizothorax_oconnori,T,D,O,F
Schizothorax_richardsonii,T,D,O,F
Schizothorax_waltoni,T,D,O,F
Cirrhinus_cirrhosus,T,D,O,F
Cirrhinus_molitorella,T,D,O,F
Cirrhinus_mrigala,T,D,O,F
Garra_kemali,T,D,O,F
Garra_rufa,T,D,O,F
Henicorhynchus_siamensis,T,D,O,F
Labeo_altivelis,T,D,O,F
Labeo_bata,T,D,O,F
Labeo_boggut,T,D,O,F
Labeo_calbasu,T,D,O,F
Labeo_catla,T,D,O,F
Labeo_chrysophekadion,T,D,O,F
Labeo_coubie,T,D,O,F
Labeo_dussumieri,T,D,O,F
Labeo_fimbriatus,T,D,O,F
Labeo_gonius,T,D,O,F
Labeo_niloticus,T,D,O,F
Labeo_rohita,T,D,O,F
Labeo_senegalensis,T,D,O,F
Lobocheilos_bo,T,D,O,F
Osteochilus_kahajanensis,T,D,O,F
Osteochilus_vittatus,T,D,O,F
Paracrossochilus_acerus,T,D,O,F
Gymnocypris_firmispinatus,T,D,O,F
Gymnocypris_przewalskii,T,D,O,F
Ptychobarbus_dipogon,T,D,O,F
Schizopygopsis_selincuoensis,T,D,O,F
Schizopygopsis_younghusbandi,T,D,O,F
Barbodes_binotatus,T,D,O,F
Dawkinsia_denisonii,T,D,O,F
Enteromius_liberiensis,T,D,O,F
Hampala_macrolepidota,T,D,O,F
Pseudobarbus_burchelli,T,D,O,F
Systomus_sarana,T,D,O,F
Arabibarbus_grypus,T,D,O,F
Carasobarbus_luteus,T,D,O,F
Labeobarbus_aeneus,T,D,O,F
Luciobarbus_bocagei,T,D,O,F
Labeobarbus_bynni,T,D,O,F
Luciobarbus_esocinus,T,D,O,F
Luciobarbus_graellsii,T,D,O,F
Labeobarbus_kimberleyensis,T,D,O,F
Mesopotamichthys_sharpeyi,T,D,O,F
Tor_putitora,T,D,O,F
Tor_tor,T,D,O,F
Amblypharyngodon_melettinus,T,D,O,F
Amblypharyngodon_mola,T,D,O,F
Danio_rerio,T,D,O,F
Engraulicypris_sardella,T,D,O,F
Nematabramis_everetti,T,D,O,F
Neobola_stellae,T,D,O,F
Opsaridium_microcephalum,T,D,O,F
Raiamas_moorii,T,D,O,F
Rasbora_bankanensis,T,D,O,F
Rasbora_daniconius,T,D,O,F
Rasbora_dusonensis,T,D,O,F
Rasbora_sumatrana,T,D,O,F
Rastrineobola_argentea,T,D,O,F
Abbottina_rivularis,T,D,O,F
Gobio_gobio,T,D,O,F
Hemibarbus_labeo,T,D,O,F
Paracanthobrama_guichenoti,T,D,O,F
Pseudorasbora_parva,T,D,O,F
Romanogobio_albipinnatus,T,D,O,F
Acrocheilus_alutaceus,T,D,O,F
Chrosomus_cumberlandensis,T,D,O,F
Chrosomus_erythrogaster,T,D,O,F
Chrosomus_neogaeus,T,D,O,F
Chrosomus_oreas,T,D,O,F
Chrosomus_saylori,T,D,O,F
Chrosomus_tennesseensis,T,D,O,F
Gila_atraria,T,D,O,F
Gila_coerulea,T,D,O,F
Gila_cypha,T,D,O,F
Gila_elegans,T,D,O,F
Gila_intermedia,T,D,O,F
Gila_pandora,T,D,O,F
Gila_robusta,T,D,O,F
Lavinia_exilicauda,T,D,O,F
Moapa_coriacea,T,D,O,F
Ptychocheilus_lucius,T,D,O,F
Ptychocheilus_grandis,T,D,O,F
Ptychocheilus_oregonensis,T,D,O,F
Siphateles_bicolor,T,D,O,F
Abramis_brama,T,D,O,F
Mirogrex_terraesanctae,T,D,O,F
Vimba_vimba,T,D,O,F
Acanthobrama_marmid,T,D,O,F
Acanthobrama_microlepis,T,D,O,F
Acanthobrama_thisbeae,T,D,O,F
Acanthobrama_urmianus,T,D,O,F
Achondrostoma_arcasii,T,D,O,F
Alburnoides_bipunctatus,T,D,O,F
Alburnoides_eichwaldii_Kaboudval,T,D,O,F
Alburnoides_eichwaldii_ShirAbad,T,D,O,F
Alburnoides_eichwaldii_Tajan,T,D,O,F
Alburnoides_eichwaldii_ZarrinGol,T,D,O,F
Alburnoides_namaki,T,D,O,F
Alburnoides_qanati,T,D,O,F
Alburnoides_tabarestanensis,T,D,O,F
Alburnus_alburnus,T,D,O,F
Alburnus_baliki,T,D,O,F
Alburnus_belvica,T,D,O,F
Alburnus_chalcoides,T,D,O,F
Alburnus_mossulensis,T,D,O,F
Alburnus_tarichi,T,D,O,F
Alburnus_vistonicus,T,D,O,F
Ballerus_ballerus,T,D,O,M
Ballerus_sapa,T,D,O,M
Blicca_bjoerkna,T,D,O,F
Chondrostoma_holmwoodii,T,D,O,F
Chondrostoma_knerii,T,D,O,F
Chondrostoma_nasus,T,D,O,F
Chondrostoma_regium,T,D,O,F
Iberochondrostoma_lemmingii,T,D,O,F
Leuciscus_aspius,T,D,O,F
Leuciscus_baicalensis,T,D,O,F
Leuciscus_chuanchicus,T,D,O,F
Leuciscus_idus,T,D,O,F
Leuciscus_leuciscus,T,D,O,F
Leuciscus_vorax,T,D,O,F
Leucos_basak,T,D,O,F
Notemigonus_crysoleucas,T,D,O,F
Pelasgus_minutus,T,D,O,F
Pelecus_cultratus,T,D,O,F
Pseudochondrostoma_polylepis,T,D,O,F
Rutilus_caspicus,T,D,O,F
Rutilus_frisii,T,D,O,F
Rutilus_rutilus,T,D,O,F
Scardinius_acarnanicus,T,D,O,F
Scardinius_erythrophthalmus,T,D,O,F
Scardinius_plotizza,T,D,O,F
Leucaspius_delineatus,T,D,O,F
Parachondrostoma_miegii,T,D,O,F
Parachondrostoma_toxostoma,T,D,O,F
Phoxinellus_pseudalepidotus,T,D,O,F
Pseudophoxinus_antalyae,T,D,O,F
Pseudophoxinus_callensis,T,D,O,F
Pseudophoxinus_fahrettini,T,D,O,F
Sarmarutilus_rubilio,T,D,O,F
Squalius_alburnoides,T,D,O,F
Squalius_carolitertii,T,D,O,F
Squalius_cephalus,T,D,O,F
Squalius_cii,T,D,O,F
Squalius_microlepis,T,D,O,F
Squalius_pyrenaicus,T,D,O,F
Squalius_svallize,T,D,O,F
Telestes_karsticus,T,D,O,F
Telestes_montenigrinus,T,D,O,F
Anaecypris_hispanica,T,D,O,F
Phoxinus_phoxinus,T,D,O,F
Couesius_plumbeus,T,D,O,F
Hemitremia_flammea,T,D,O,F
Margariscus_margarita,T,D,O,F
Meda_fulgida,T,D,O,F
Lepidomeda_albivallis,T,D,O,F
Lepidomeda_aliciae,T,D,O,F
Lepidomeda_copei,T,D,O,F
Semotilus_atromaculatus,T,D,O,F
Semotilus_corporalis,T,D,O,F
Iotichthys_phlegethontis,T,D,O,F
Mylocheilus_caurinus,T,D,O,F
Pogonichthys_macrolepidotus,T,D,O,F
Richardsonius_egregius,T,D,O,F
Exoglossum_maxillingua,T,D,O,F
Oregonichthys_crameri,T,D,O,F
Rhinichthys_atratulus,T,D,O,F
Rhinichthys_cataractae,T,D,O,F
Campostoma_anomalum,T,D,O,F
Agosia_chrysogaster,T,D,O,F
Cyprinella_analostana,T,D,O,F
Cyprinella_lutrensis,T,D,O,F
Cyprinella_trichroistia,T,D,O,F
Cyprinella_venusta,T,D,O,F
Dionda_argentosa,T,D,O,F
Dionda_diaboli,T,D,O,F
Hybognathus_amarus,T,D,O,F
Hybognathus_nuchalis,T,D,O,F
Hybognathus_placitus,T,D,O,F
Hybopsis_amnis,T,D,O,F
Luxilus_chrysocephalus,T,D,O,F
Luxilus_cornutus,T,D,O,F
Luxilus_pilsbryi,T,D,O,F
Lythrurus_roseipinnis,T,D,O,F
Lythrurus_umbratilis,T,D,O,F
Macrhybopsis_aestivalis,T,D,O,F
Macrhybopsis_gelida,T,D,O,F
Macrhybopsis_hyostoma,T,D,O,F
Macrhybopsis_meeki,T,D,O,F
Macrhybopsis_storeriana,T,D,O,F
Notropis_amabilis,T,D,O,F
Notropis_atherinoides,T,D,O,F
Notropis_atrocaudalis,T,D,O,F
Notropis_bifrenatus,T,D,O,F
Notropis_blennius,T,D,O,F
Notropis_boops,T,D,O,F
Notropis_buccula,T,D,O,F
Notropis_buccatus,T,D,O,F
Notropis_buchanani,T,D,O,F
Notropis_chalybaeus,T,D,O,F
Notropis_chrosomus,T,D,O,F
Notropis_girardi,T,D,O,F
Notropis_heterolepis,T,D,O,F
Notropis_hudsonius,T,D,O,F
Notropis_jemezanus,T,D,O,F
Notropis_longirostris,T,D,O,F
Notropis_maculatus,T,D,O,F
Notropis_oxyrhynchus,T,D,O,F
Notropis_petersoni,T,D,O,F
Notropis_potteri,T,D,O,F
Notropis_rafinesquei,T,D,O,F
Notropis_rubellus,T,D,O,F
Notropis_sabinae,T,D,O,F
Notropis_spectrunculus,T,D,O,F
Notropis_stramineus,T,D,O,F
Notropis_texanus,T,D,O,F
Notropis_topeka,T,D,O,F
Notropis_volucellus,T,D,O,F
Notropis_xaenocephalus,T,D,O,F
Opsopoeodus_emiliae,T,D,O,F
Phenacobius_mirabilis,T,D,O,F
Pimephales_notatus,T,D,O,F
Pimephales_promelas,T,D,O,F
Pimephales_vigilax,T,D,O,F
Platygobio_gracilis,T,D,O,F
Pteronotropis_welaka,T,D,O,F
Clinostomus_elongatus,T,D,O,F
Pseudaspius_leptocephalus,T,D,O,F
Rhynchocypris_lagowskii,T,D,O,F
Rhynchocypris_oxycephalus,T,D,O,F
Rhynchocypris_percnurus,T,D,O,F
Tinca_tinca,T,D,O,F
Chanodichthys_erythropterus,T,D,O,F
Chanodichthys_mongolicus,T,D,O,F
Ctenopharyngodon_idella,T,D,O,F
Culter_alburnus,T,D,O,F
Elopichthys_bambusa,T,D,O,F
Hypophthalmichthys_molitrix,T,D,O,F
Hypophthalmichthys_nobilis,T,D,O,F
Megalobrama_terminalis,T,D,O,F
Parabramis_pekinensis,T,D,O,F
Squaliobarbus_curriculus,T,D,O,F
Toxabramis_swinhonis,T,D,O,F
Xenocypris_davidi,T,D,O,F
Xenocypris_macrolepis,T,D,O,F
Catostomus_catostomus,T,D,O,F
Catostomus_columbianus,T,D,O,F
Catostomus_commersonii,T,D,O,F
Catostomus_discobolus,T,D,O,F
Catostomus_latipinnis,T,D,O,F
Catostomus_macrocheilus,T,D,O,F
Catostomus_microps,T,D,O,F
Catostomus_platyrhynchus,T,D,O,F
Catostomus_rimiculus,T,D,O,F
Catostomus_santaanae,T,D,O,F
Catostomus_tahoensis,T,D,O,F
Catostomus_warnerensis,T,D,O,F
Chasmistes_brevirostris,T,D,O,F
Chasmistes_cujus,T,D,O,F
Chasmistes_liorus,T,D,O,F
Deltistes_luxatus,T,D,O,F
Xyrauchen_texanus,T,D,O,F
Erimyzon_oblongus,T,D,O,F
Erimyzon_sucetta,T,D,O,F
Minytrema_melanops,T,D,O,F
Hypentelium_etowanum,T,D,O,F
Hypentelium_nigricans,T,D,O,F
Thoburnia_atripinnis,T,D,O,F
Thoburnia_rhothoeca,T,D,O,F
Moxostoma_anisurum,T,D,O,F
Moxostoma_carinatum,T,D,O,F
Moxostoma_cervinum,T,D,O,F
Moxostoma_congestum,T,D,O,F
Moxostoma_duquesnii,T,D,O,F
Moxostoma_erythrurum,T,D,O,F
Moxostoma_hubbsi,T,D,O,F
Moxostoma_macrolepidotum,T,D,O,F
Moxostoma_poecilurum,T,D,O,F
Moxostoma_valenciennesi,T,D,O,F
Cycleptus_elongatus,T,D,O,F
Cycleptus_meridionalis,T,D,O,F
Carpiodes_carpio,T,D,O,F
Carpiodes_cyprinus,T,D,O,F
Carpiodes_velifer,T,D,O,F
Ictiobus_cyprinellus,T,D,O,F
Ictiobus_bubalus,T,D,O,F
Ictiobus_niger,T,D,O,F
Cobitis_calderoni,T,D,O,F
Cobitis_elongatoides_x_Cobitis_tanaitica,T,D,O,F
Cobitis_meridionalis,T,D,O,F
Cobitis_narentana,T,D,O,F
Cobitis_ohridana,T,D,O,F
Cobitis_paludica,T,D,O,F
Cobitis_simplicispina,T,D,O,F
Cobitis_taenia,T,D,O,F
Cobitis_turcica,T,D,O,F
Lepidocephalichthys_guntea,T,D,O,F
Misgurnus_anguillicaudatus,T,D,O,F
Misgurnus_fossilis,T,D,O,F
Pangio_kuhlii,T,D,O,F
Pangio_muraeniformis,T,D,O,F
Sabanejewia_aurata,T,D,O,F
Sabanejewia_balcanica,T,D,O,F
Glaniopsis_hanitschi,T,D,O,F
Acanthocobitis_mooreh,T,D,O,F
